site_no,site_name,street_address,city_state_zip,county,media,violation_date,violation,status,resolved_date,document,full_address,latitude,longitude,id
164876,JHC Used Tires,208 Sassafras St,"Millington, MD, 21651",Kent,SWP-Scrap Tire,2021/12/16,Above ST Limits,Returned to Compliance,2022/01/13,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2836515,"208 Sassafras St, Millington, MD, 21651",39.2581087,-75.8374643,517
19538,Dorchester County DPW - Beulah Municipal Landfill,6815 E New Market Ellwood Rd,"Hurlock, MD, 21643",Dorchester,SWP-Refuse Disposal,2023/02/26,Unstabilized slopes,Returned to Compliance,2023/03/17,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2992949,"6815 E New Market Ellwood Rd, Hurlock, MD, 21643",,,518
173772,"Zacapu Property 11035 Powell Road, Thurmont",11035 Powell Rd,"Thurmont, MD, 21788",Frederick,SWP-Refuse Disposal,2023/03/03,"Large open dump consisting of wood waste, lumber, scrap tires has been established on the property.",Returned to Compliance,2024/01/22,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2993334,"11035 Powell Rd, Thurmont, MD, 21788",,,519
5353,McDaniel College,2 College Hill,"Westminster, MD, 21157",Carroll,SWP-Hazardous Waste,2023/06/01,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2023/06/01,,"2 College Hill, Westminster, MD, 21157",39.5851682,-77.0037276,520
4740,PERDUE INC PRODUCT RESEARCH,521 Willow St,"Salisbury, MD, 21801",Wicomico,SWP-Hazardous Waste,2021/12/22,Containers are not managed properly to prevent rupture and releases [COMAR 26.13.05.09D]\line\line,Returned to Compliance,2022/07/01,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2906483,"521 Willow St, Salisbury, MD, 21801",38.365884,-75.606195,521
67447,West Coast Mushrooms,342 Hopewell Rd,"Rising Sun, MD, 21911",Cecil,SWP-Composting,2023/03/20,Off-site odors detected.,Returned to Compliance,2023/09/28,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2994336,"342 Hopewell Rd, Rising Sun, MD, 21911",39.6872155,-76.0655525,522
151191,World Recycling Company,2740 Wilmarco Avenue,"Baltimore, MD, 21223",Baltimore City,SWP-Refuse Disposal,2022/07/24,"Any waste remaining at end of day is not stored in leak-proof, fly-proof, and rodent-proof containers","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2940960,"2740 Wilmarco Avenue, Baltimore, MD, 21223",39.2732517,-76.6592961,523
8019,"Rodgers Brothers Service, Inc.",1535 Antelope Ln,"Capitol Heights, MD, 20743",Prince George's,SWP-Refuse Disposal,2024/03/29,"2 pickups, 1 medium sized dump trailer, and 1 40CY roll-off tipped waste onto southern yard after being weighed at scale and given receipts.","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3130036,"1535 Antelope Ln, Capitol Heights, MD, 20743",,,524
3396,Electromet Corporation,879 Commonwealth Ave,"Hagerstown, MD, 21740",Washington,SWP-Hazardous Waste,2024/08/28,"Containers are not labeled or marked clearly with words ""Hazardous Waste"" [COMAR 26.13.03.05E(2)]\line\line",Returned to Compliance,2024/08/26,,"879 Commonwealth Ave, Hagerstown, MD, 21740",39.6260352,-77.711244,525
7253,Complete Recycling Group/B&H New & Used Tires,1500 W Pulaski Hwy,"Elkton, MD, 21921",Cecil,SWP-Scrap Tire,2024/09/12,Site Complaint SC-O-25-ST-021 issued to the facility for collection of scrap tires without the applicable license,Returned to Compliance,2024/10/25,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3211553,"1500 W Pulaski Hwy, Elkton, MD, 21921",39.6065279,-75.8499474,526
185001,Sandra E Ortiz Garcia Property,11196 Baltimore National Pk,"Myersville, MD, 21773",Frederick,SWP-Refuse Disposal,2025/01/08,At least 60 cubic yards of solid waste in an open dump on the property.,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3281318,"11196 Baltimore National Pk, Myersville, MD, 21773",,,527
1312,Jennifer Tires & Auto (formerly CHESAPEAKE AUTO BODY),29220 Three Notch Rd,"Mechanicsville, MD, 20659",St. Mary's,SWP-Scrap Tire,2025/10/10,"No ST lic, about 100 STs onsite","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3354949,"29220 Three Notch Rd, Mechanicsville, MD, 20659",38.4706037,-76.7736276,528
185401,Tremendo Towing,5414 Walker Mill Rd,"Capitol Heights, MD, 20743",Prince George's,SWP-Scrap Tire,2025/03/03,Scrap Tire Open Dump,Returned to Compliance,2025/05/13,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3281669,"5414 Walker Mill Rd, Capitol Heights, MD, 20743",38.8658543,-76.914068,529
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2022/03/02,"The landfill has created a dust or odor problem, attracted or harbor vectors, or impede compaction","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2881321,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,530
2143,Gamse Lithographing Company,7413 Pulaski Hwy,"Rosedale, MD, 21237-2529",Baltimore,SWP-Hazardous Waste,2022/10/12,Generator had no employees' training record on file (current until facility closure and former for 3 years) [COMAR 26.13.05.02G(5)]\line\line,Returned to Compliance,2022/12/16,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2955474,"7413 Pulaski Hwy, Rosedale, MD, 21237-2529",39.3113447,-76.5262847,531
31240,113 N Kresson LLC - Razin Dog Roll-Off,"113 Kresson St, North","Baltimore City, MD, 21224",Baltimore City,SWP-Refuse Disposal,2023/02/21,Scrap tire dumping,Returned to Compliance,2023/03/13,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2982680,"113 Kresson St, North, Baltimore City, MD, 21224",,,532
19538,Dorchester County DPW - Beulah Municipal Landfill,6815 E New Market Ellwood Rd,"Hurlock, MD, 21643",Dorchester,SWP-Refuse Disposal,2024/01/02,Uncontrolled seeps,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3093276,"6815 E New Market Ellwood Rd, Hurlock, MD, 21643",,,533
183344,JV Baltimore Picasso LLC Property,343 South Woodyear Street,"Baltimore City, MD, 21223",Baltimore City,SWP-Scrap Tire,2024/07/15,Scrap tires are being stored in a shed which is falling apart and allowing tires to spill onto the street.,"Ongoing, Referred to Enforcement",,,"343 South Woodyear Street, Baltimore City, MD, 21223",,,534
21174,Rukert Terminals Corp,2021 S Clinton St,"Highlandtown, MD, 21224",Baltimore City,SWP-Refuse Disposal,2023/06/10,Granular Urea is spilled from hauling trucks on City streets and State highways,Returned to Compliance,2023/11/17,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3030319,"2021 S Clinton St, Highlandtown, MD, 21224",39.2867634,-76.5699892,535
87020,Hess Road Recycling Center/Universal Contractor Incorporated,6502 Hess Rd,"Hancock, MD, 21750",Washington,SWP-Refuse Disposal,2023/07/03,"~200CY pile of derelict, aged wooden pallets and ~150CY pile of demolished, aged wood board on the ground at the southern area.","Ongoing, Referred to Enforcement",,,"6502 Hess Rd, Hancock, MD, 21750",39.7131704,-78.1588741,536
9220,"VANDSTROM, INC","202 Perry Pkwy, Ste 4","Gaithersburg, MD, 20877",Montgomery,SWP-Hazardous Waste,2022/09/29,The generator does not maintain an inspection log or summary as required [COMAR 26.13.03.05E(1)(k)]\line\line,Returned to Compliance,2022/08/18,,"202 Perry Pkwy, Ste 4, Gaithersburg, MD, 20877",,,537
1779,National Security Agency,7705 Samford Rd,"Fort George G. Meade, MD, 20755",Anne Arundel,SWP-Hazardous Waste,2024/11/21,"Universal waste bulbs not marked ""universal waste""","Ongoing, Referred to Enforcement",2024/10/22,,"7705 Samford Rd, Fort George G. Meade, MD, 20755",,,538
109467,Clorox Sales Company,1467 Perryman Rd,"Aberdeen, MD, 21001",Harford,SWP-Hazardous Waste,2024/09/05,Hazardous waste accumulation on-site for  over 90 days without permit; unless accumulation's allowed for 180 days Ref. 26.13.03.05E(2) [COMAR 26.13.03.05E(1)]\line\line,Returned to Compliance,2024/08/30,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3211947,"1467 Perryman Rd, Aberdeen, MD, 21001",,,539
174702,MDOT SHA Bridge # 2107100,Sandy Mile Rd over I-68,"Hancock, MD, 21750",Washington,SWP-Hazardous Waste,2022/12/16,There is no adequate containment system in place [COMAR 26.13.05.09H]\line\line,Returned to Compliance,2022/12/09,,"Sandy Mile Rd over I-68, Hancock, MD, 21750",,,540
9754,DYNASPLINT SYSTEMS INC,150 Log Canoe Cir,"Stevensville, MD, 21666",Queen Anne's,SWP-Hazardous Waste,2024/03/12,Length of time for each universal waste not able to be determined.,Returned to Compliance,2024/03/08,,"150 Log Canoe Cir, Stevensville, MD, 21666",38.9866012,-76.3201728,541
33522,The Tire Man,836 Generals Hwy,"Millersville, MD, 21108",Anne Arundel,SWP-Scrap Tire,2024/11/14,There are about 200 scrap tires in an open dump.,Returned to Compliance,2025/10/09,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3235953,"836 Generals Hwy, Millersville, MD, 21108",,,542
173790,Advance Auto Parts #6305,10802 Ocean Gateway Hwy,"Berlin, MD, 21811",Worcester,SWP-Hazardous Waste,2025/02/03,Facility has no adequate aisle space to allow unobstructed personnel movements [COMAR 26.13.05.03F]\line\line,Returned to Compliance,2025/01/16,,"10802 Ocean Gateway Hwy, Berlin, MD, 21811",,,543
159800,Pittsville Ford Infrastructure Improvement,7155 Friendship Rd,"Pittsville, MD, 21850",Wicomico,SWP-Scrap Tire,2024/08/23,operating without ST collection license,Returned to Compliance,2025/01/27,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3210454,"7155 Friendship Rd, Pittsville, MD, 21850",38.3864522,-75.4060068,544
76652,Hohmann and Barnard,"7079 Oakland Mills Rd, Ste A","Columbia, MD, 21046",Howard,SWP-Hazardous Waste,2025/09/02,Hazardous waste containers are not inspected at least weekly [COMAR 26.13.03.03-6F(1)],Returned to Compliance,2025/08/25,,"7079 Oakland Mills Rd, Ste A, Columbia, MD, 21046",,,545
174913,MDOT SHA Bridge # 0111704,I-68 WB over MD 53,"Cumberland, MD, 21502",Allegany,SWP-Hazardous Waste,2022/10/25,There is no adequate containment system in place [COMAR 26.13.05.09H]\line\line,Returned to Compliance,2022/10/21,,"I-68 WB over MD 53, Cumberland, MD, 21502",,,546
23686,Somerset County Landfill - Fairmount Site,8716 James Ring Rd,"Westover, MD, 21871",Somerset,SWP-Refuse Disposal,2022/11/23,Daily or periodic cover is not at least 6 inches,Returned to Compliance,2025/04/29,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2982742,"8716 James Ring Rd, Westover, MD, 21871",,,547
2744,"Fil-tec, Inc",12129 Mapleville Rd.,"Smithsburg, MD, 21783",Washington,SWP-Hazardous Waste,2024/10/16,"One lamp box not marked with the words ""universal waste""",Returned to Compliance,2024/10/01,,"12129 Mapleville Rd., Smithsburg, MD, 21783",,,548
184059,"Norris E. Taylor Contractors, et al. Property","Ocean Gateway (map 25, block 12, parcel 52)","Easton, MD, 21601",Talbot,SWP-Scrap Tire,2024/09/19,Approximately 85 scrap tires are dumped,Returned to Compliance,2024/10/17,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3211950,"Ocean Gateway (map 25, block 12, parcel 52), Easton, MD, 21601",,,549
33292,Lynn's Automotive,706 N East Street,"Frederick, MD, 21701",Frederick,SWP-Scrap Tire,2021/09/22,See Inspection Findings.,Returned to Compliance,2023/09/11,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2821953,"706 N East Street, Frederick, MD, 21701",39.4146995,-77.4053047,550
13670,Quarantine Road Municipal Landfill,6100 Quarantine Rd,"Curtis Bay, MD, 21226",Baltimore City,SWP-Refuse Disposal,2022/03/02,"The landfill has created a dust or odor problem, attracted or harbor vectors, or impede compaction","Ongoing, Referred to Enforcement",,,"6100 Quarantine Rd, Curtis Bay, MD, 21226",,,551
177534,CSX Property-DOUBS,Watersville Rd,"Mount Airy, MD, 21771",Howard,SWP-Scrap Tire,2024/04/15,Scattered solid waste,Returned to Compliance,2025/04/09,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3132216,"Watersville Rd, Mount Airy, MD, 21771",39.3805172,-77.1440633,552
177974,Bell's Auto Repair,21540 Great Mills Rd,"Lexington Park, MD, 20653",St. Mary's,SWP-Scrap Tire,2023/04/03,Roughly 100 scrap tires on site at the time of inspection. Facility was provided scrap tire collection license application. See inspection report.,Returned to Compliance,2023/07/19,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3005663,"21540 Great Mills Rd, Lexington Park, MD, 20653",38.2575262,-76.4729013,553
2143,Gamse Lithographing Company,7413 Pulaski Hwy,"Rosedale, MD, 21237-2529",Baltimore,SWP-Hazardous Waste,2022/10/12,Container used for satellite accumulation not closed [COMAR 26.13.03.05E(3)(a)]\line\line,Returned to Compliance,2022/12/16,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2955474,"7413 Pulaski Hwy, Rosedale, MD, 21237-2529",39.3113447,-76.5262847,554
2824,Vibrantz Technologies,610 Pittman Rd,"Curtis Bay, MD, 21226",Anne Arundel,SWP-Hazardous Waste,2024/03/11,"Satellite accumulation containers are not marked ""Hazardous Waste"" or name of content [COMAR 26.13.03.05E(3)(b)]\line\line","Ongoing, Referred to Enforcement",2024/03/01,,"610 Pittman Rd, Curtis Bay, MD, 21226",,,555
152,Suburban Hospital,8600 Old Georgetown Rd,"Bethesda, MD, 20814",Montgomery,SWP-Hazardous Waste,2024/10/15,"""Universal Waste"" sign not posted",Returned to Compliance,2024/09/10,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3223657,"8600 Old Georgetown Rd, Bethesda, MD, 20814",38.998192,-77.1108161,556
5973,Dreyer's Grand Ice Cream,9090 Whiskey Bottom Rd,"Laurel, MD, 20723",Howard,SWP-Hazardous Waste,2025/10/21,Lamps not managed in an appropriate container,Returned to Compliance,2025/10/10,,"9090 Whiskey Bottom Rd, Laurel, MD, 20723",39.1153388,-76.8277991,557
18047,Matech,510 Naylor Mill Rd,"Salisbury, MD, 21801",Wicomico,SWP-Hazardous Waste,2024/01/22,Hazardous waste accumulation on-site for  over 90 days without permit; unless accumulation's allowed for 180 days Ref. 26.13.03.05E(2) [COMAR 26.13.03.05E(1)]\line\line,Returned to Compliance,2024/01/19,,"510 Naylor Mill Rd, Salisbury, MD, 21801",38.407641,-75.5813501,558
19538,Dorchester County DPW - Beulah Municipal Landfill,6815 E New Market Ellwood Rd,"Hurlock, MD, 21643",Dorchester,SWP-Refuse Disposal,2022/04/13,Unstabilized stopes and LF perimeter swale,Returned to Compliance,2022/12/02,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2905239,"6815 E New Market Ellwood Rd, Hurlock, MD, 21643",,,559
430,Axillon Aerospace,3310 Carlins Park Drive,"Baltimore, MD, 21215-7851",Baltimore City,SWP-Hazardous Waste,2024/04/15,Hazardous waste accumulation on-site for  over 90 days without permit; unless accumulation's allowed for 180 days Ref. 26.13.03.05E(2) [COMAR 26.13.03.05E(1)]\line\line,Returned to Compliance,2024/04/16,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3198772,"3310 Carlins Park Drive, Baltimore, MD, 21215-7851",39.3247433,-76.6621497,560
8075,TForce Freight - Elkton,250 Belle Hill Rd,"Elkton, MD, 21921",Cecil,SWP-Hazardous Waste,2023/12/05,There is no adequate containment system in place [COMAR 26.13.05.09H]\line\line,Returned to Compliance,2023/12/01,,"250 Belle Hill Rd, Elkton, MD, 21921",39.6377804,-75.8034788,561
151191,World Recycling Company,2740 Wilmarco Avenue,"Baltimore, MD, 21223",Baltimore City,SWP-Refuse Disposal,2022/07/24,Prohibited wastes are accepted,"Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2940960,"2740 Wilmarco Avenue, Baltimore, MD, 21223",39.2732517,-76.6592961,562
177975,Linda C Palchinsky Property,21730 Gambier Pk,"Lexington Park, MD, 20653",St. Mary's,SWP-Scrap Tire,2023/04/03,Open dumping of estimated 50 tires in yard of residence. See inspection report.,Returned to Compliance,2023/09/25,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3005681,"21730 Gambier Pk, Lexington Park, MD, 20653",38.2641318,-76.4589843,563
430,Axillon Aerospace,3310 Carlins Park Drive,"Baltimore, MD, 21215-7851",Baltimore City,SWP-Hazardous Waste,2024/04/15,Accumulation time began is not clearly marked and visible on containers [COMAR 26.13.03.05E(1)(e)]\line\line,Returned to Compliance,2024/04/16,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3198772,"3310 Carlins Park Drive, Baltimore, MD, 21215-7851",39.3247433,-76.6621497,564
9496,Home Depot HD2554,6003 Oxon Hill Rd,"Oxon Hill, MD, 20745",Prince George's,SWP-Hazardous Waste,2025/04/09,Copy of contingency plan not maintained at the facility [COMAR 26.13.05.04D(1)]\line\line,"Ongoing, Referred to Enforcement",2025/03/07,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3337260,"6003 Oxon Hill Rd, Oxon Hill, MD, 20745",38.8057579,-76.9786398,565
174918,Edwin Lee McMullen Property,699 Freemont Rd,"Rising Sun, MD, 21911",Cecil,SWP-Scrap Tire,2022/04/08,ST Open Dump,Returned to Compliance,2022/11/13,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2894415,"699 Freemont Rd, Rising Sun, MD, 21911",,,566
177513,MDOT SHA Bridge # 0327104,MD 702 WBR over Northeast Creek,"Essex, MD, 21221",Baltimore,SWP-Hazardous Waste,2023/07/11,Facility has no adequate aisle space to allow unobstructed personnel movements [COMAR 26.13.05.03F]\line\line,Returned to Compliance,2023/06/02,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3041918,"MD 702 WBR over Northeast Creek, Essex, MD, 21221",,,567
33505,Cooks Tire Center,15329 Church Ln,"Goldsboro, MD, 21636",Caroline,SWP-Scrap Tire,2021/08/09,No ST License,Returned to Compliance,2021/10/14,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=2798975,"15329 Church Ln, Goldsboro, MD, 21636",39.0276847,-75.7964442,568
177411,Hospices of National Capitol Region-Majestic Grounds,10101 White House Rd,"Upper Marlboro, MD, 20774",Prince George's,SWP-Natural Wood Waste,2023/01/24,Advised they are likely over the 5000sf compost limit for permits and to rectify the nutrient loading outfall exiting their leaf pile and entering the sw ditch along white house road.,Returned to Compliance,2025/06/11,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3187962,"10101 White House Rd, Upper Marlboro, MD, 20774",38.8655659,-76.8322113,569
87020,Hess Road Recycling Center/Universal Contractor Incorporated,6502 Hess Rd,"Hancock, MD, 21750",Washington,SWP-Refuse Disposal,2023/07/03,"Facility has accumulated at least 400CY of solid waste. Solid waste may not be disposed of by any person in an open dump. A person may not cause, suffer, allow, or permit open dumping on his property.","Ongoing, Referred to Enforcement",,https://mdedataviewer.mde.state.md.us/OpenDataDocuments?ID=3041672,"6502 Hess Rd, Hancock, MD, 21750",39.7131704,-78.1588741,570
